Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"MSFT Hyd",2025-05-08,18,"TAKEAWAY",74356.64,0.00,74356.64,0.00,3717.83,78074.47,1,
"MSFT Hyd",2025-05-10,11,"TAKEAWAY",77135.08,0.00,77135.08,0.00,3856.75,80991.83,1,
"MSFT Hyd",2025-05-12,12,"TAKEAWAY",12075.99,0.00,12075.99,0.00,603.81,12679.80,1,
"MSFT Hyd",2025-05-12,13,"TAKEAWAY",2677.00,0.00,2677.00,0.00,133.85,2810.85,7,
"MSFT Hyd",2025-05-12,14,"TAKEAWAY",3975.00,0.00,3975.00,0.00,198.75,4173.75,5,
"MSFT Hyd",2025-05-12,15,"TAKEAWAY",2640.95,0.00,2640.95,0.00,132.05,2773.00,3,
"MSFT Hyd",2025-05-12,17,"TAKEAWAY",3348.95,0.00,3348.95,0.00,167.45,3516.40,1,
"MSFT Hyd",2025-05-12,18,"TAKEAWAY",7276.89,0.00,7276.89,0.00,363.86,7640.75,1,
"MSFT Hyd",2025-05-12,19,"TAKEAWAY",3567.95,0.00,3567.95,0.00,178.40,3746.35,1,
"MSFT Hyd",2025-05-12,20,"TAKEAWAY",5646.85,0.00,5646.85,0.00,282.35,5929.20,1,
"MSFT Hyd",2025-05-12,21,"TAKEAWAY",6581.42,0.00,6581.42,0.00,329.08,6910.50,1,
"MSFT Hyd",2025-05-13,8,"TAKEAWAY",380.00,0.00,380.00,0.00,19.00,399.00,1,
"MSFT Hyd",2025-05-13,9,"TAKEAWAY",1470.00,0.00,1470.00,0.00,73.50,1543.50,7,
"MSFT Hyd",2025-05-13,10,"TAKEAWAY",1657.00,0.00,1657.00,0.00,82.85,1739.85,6,
"MSFT Hyd",2025-05-13,11,"TAKEAWAY",2636.52,0.00,2636.52,0.00,131.83,2768.35,14,
"MSFT Hyd",2025-05-13,12,"TAKEAWAY",3603.00,0.00,3603.00,0.00,180.15,3783.15,18,
"MSFT Hyd",2025-05-13,13,"TAKEAWAY",7328.00,0.00,7328.00,0.00,366.40,7694.40,37,
"MSFT Hyd",2025-05-13,14,"TAKEAWAY",4656.00,0.00,4656.00,0.00,232.80,4888.80,14,
"MSFT Hyd",2025-05-13,14,"DINE IN",4948.95,0.00,4948.95,0.00,247.45,5196.40,3,
"MSFT Hyd",2025-05-13,15,"DINE IN",1220.00,0.00,1220.00,0.00,61.00,1281.00,1,
"MSFT Hyd",2025-05-13,15,"TAKEAWAY",3511.95,0.00,3511.95,0.00,175.60,3687.55,7,
"MSFT Hyd",2025-05-13,16,"TAKEAWAY",14334.12,6344.60,7989.52,0.00,399.48,8389.00,3,
"MSFT Hyd",2025-05-13,17,"TAKEAWAY",10832.42,0.00,10832.42,0.00,541.63,11374.05,2,
"MSFT Hyd",2025-05-14,8,"DINE IN",683.00,0.00,683.00,0.00,34.15,717.15,2,
"MSFT Hyd",2025-05-14,9,"TAKEAWAY",190.00,0.00,190.00,0.00,9.50,199.50,1,
"MSFT Hyd",2025-05-14,10,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"MSFT Hyd",2025-05-14,10,"TAKEAWAY",1104.00,0.00,1104.00,0.00,55.20,1159.20,5,
"MSFT Hyd",2025-05-14,11,"TAKEAWAY",1117.00,0.00,1117.00,0.00,55.85,1172.85,6,
"MSFT Hyd",2025-05-14,11,"DINE IN",380.00,0.00,380.00,0.00,19.00,399.00,2,
"MSFT Hyd",2025-05-14,12,"TAKEAWAY",1032.00,0.00,1032.00,0.00,51.60,1083.60,6,
"MSFT Hyd",2025-05-14,12,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-14,13,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-14,13,"TAKEAWAY",6005.00,0.00,6005.00,0.00,300.25,6305.25,30,
"MSFT Hyd",2025-05-14,14,"TAKEAWAY",6251.85,0.00,6251.85,0.00,312.60,6564.45,33,
"MSFT Hyd",2025-05-14,15,"TAKEAWAY",5247.90,0.00,5247.90,0.00,262.40,5510.30,30,
"MSFT Hyd",2025-05-14,15,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-14,16,"TAKEAWAY",12392.32,0.00,12392.32,0.00,619.63,13011.95,63,
"MSFT Hyd",2025-05-14,16,"DINE IN",220.00,0.00,220.00,0.00,11.00,231.00,1,
"MSFT Hyd",2025-05-14,17,"TAKEAWAY",7181.80,0.00,7181.80,0.00,359.10,7540.90,16,
"MSFT Hyd",2025-05-14,17,"DINE IN",1998.95,0.00,1998.95,0.00,99.95,2098.90,7,
"MSFT Hyd",2025-05-14,19,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"MSFT Hyd",2025-05-15,7,"DINE IN",190.00,0.00,190.00,0.00,9.50,199.50,1,
"MSFT Hyd",2025-05-15,8,"TAKEAWAY",208.00,0.00,208.00,0.00,10.40,218.40,1,
"MSFT Hyd",2025-05-15,9,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-15,9,"TAKEAWAY",1270.00,0.00,1270.00,0.00,63.50,1333.50,3,
"MSFT Hyd",2025-05-15,10,"TAKEAWAY",2297.52,0.00,2297.52,0.00,114.88,2412.40,8,
"MSFT Hyd",2025-05-15,11,"TAKEAWAY",1701.90,0.00,1701.90,0.00,85.10,1787.00,7,
"MSFT Hyd",2025-05-15,12,"TAKEAWAY",1160.95,0.00,1160.95,0.00,58.05,1219.00,6,
"MSFT Hyd",2025-05-15,13,"TAKEAWAY",6450.90,0.00,6450.90,0.00,322.55,6773.45,32,
"MSFT Hyd",2025-05-15,14,"TAKEAWAY",8617.52,0.00,8617.52,0.00,430.88,9048.40,44,
"MSFT Hyd",2025-05-15,15,"TAKEAWAY",2775.95,0.00,2775.95,0.00,138.80,2914.75,14,
"MSFT Hyd",2025-05-15,16,"TAKEAWAY",12821.37,0.00,12821.37,0.00,641.08,13462.45,36,
"MSFT Hyd",2025-05-15,17,"TAKEAWAY",11804.80,0.00,11804.80,0.00,590.25,12395.05,11,
"MSFT Hyd",2025-05-16,7,"DINE IN",180.95,0.00,180.95,0.00,9.05,190.00,1,
"MSFT Hyd",2025-05-16,8,"TAKEAWAY",400.00,0.00,400.00,0.00,20.00,420.00,2,
"MSFT Hyd",2025-05-16,9,"TAKEAWAY",1510.00,0.00,1510.00,0.00,75.50,1585.50,9,
"MSFT Hyd",2025-05-16,10,"TAKEAWAY",2098.00,0.00,2098.00,0.00,104.90,2202.90,10,
"MSFT Hyd",2025-05-16,11,"TAKEAWAY",3438.00,0.00,3438.00,0.00,171.90,3609.90,20,
"MSFT Hyd",2025-05-16,12,"TAKEAWAY",2232.95,0.00,2232.95,0.00,111.65,2344.60,12,
"MSFT Hyd",2025-05-16,13,"TAKEAWAY",9909.95,0.00,9909.95,0.00,495.50,10405.45,35,
"MSFT Hyd",2025-05-16,14,"TAKEAWAY",11152.00,0.00,11152.00,0.00,557.60,11709.60,23,
"MSFT Hyd",2025-05-16,15,"TAKEAWAY",12790.85,0.00,12790.85,0.00,639.55,13430.40,8,
"MSFT Hyd",2025-05-16,15,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-16,16,"TAKEAWAY",13862.75,0.00,13862.75,0.00,693.15,14555.90,30,
"MSFT Hyd",2025-05-16,17,"TAKEAWAY",12374.65,0.00,12374.65,0.00,618.75,12993.40,6,
"MSFT Hyd",2025-05-16,18,"TAKEAWAY",190.00,0.00,190.00,0.00,9.50,199.50,1,
"MSFT Hyd",2025-05-16,19,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-19,8,"DINE IN",210.00,0.00,210.00,0.00,10.50,220.50,1,
"MSFT Hyd",2025-05-19,9,"TAKEAWAY",1830.00,0.00,1830.00,0.00,91.50,1921.50,11,
"MSFT Hyd",2025-05-19,10,"TAKEAWAY",1952.00,0.00,1952.00,0.00,97.60,2049.60,11,
"MSFT Hyd",2025-05-19,11,"TAKEAWAY",2355.00,0.00,2355.00,0.00,117.75,2472.75,14,
"MSFT Hyd",2025-05-19,12,"TAKEAWAY",1727.00,0.00,1727.00,0.00,86.35,1813.35,10,
"MSFT Hyd",2025-05-19,12,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"MSFT Hyd",2025-05-19,13,"TAKEAWAY",6510.90,0.00,6510.90,0.00,325.55,6836.45,36,
"MSFT Hyd",2025-05-19,14,"TAKEAWAY",2630.00,0.00,2630.00,0.00,131.50,2761.50,15,
"MSFT Hyd",2025-05-19,15,"TAKEAWAY",4228.90,0.00,4228.90,0.00,211.45,4440.35,17,
"MSFT Hyd",2025-05-19,16,"TAKEAWAY",8650.75,0.00,8650.75,0.00,432.55,9083.30,33,
"MSFT Hyd",2025-05-19,17,"TAKEAWAY",5071.00,0.00,5071.00,0.00,253.55,5324.55,15,
"MSFT Hyd",2025-05-19,19,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-20,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-05-20,8,"TAKEAWAY",690.00,0.00,690.00,0.00,34.50,724.50,4,
"MSFT Hyd",2025-05-20,9,"TAKEAWAY",1233.00,0.00,1233.00,0.00,61.65,1294.65,7,
"MSFT Hyd",2025-05-20,10,"TAKEAWAY",3689.00,0.00,3689.00,0.00,184.45,3873.45,18,
"MSFT Hyd",2025-05-20,11,"TAKEAWAY",960.00,0.00,960.00,0.00,48.00,1008.00,5,
"MSFT Hyd",2025-05-20,12,"TAKEAWAY",843.00,0.00,843.00,0.00,42.15,885.15,4,
"MSFT Hyd",2025-05-20,13,"TAKEAWAY",6374.95,0.00,6374.95,0.00,318.75,6693.70,28,
