Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"MSFT Hyd",2025-07-01,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-01,8,"TAKEAWAY",290.00,0.00,290.00,0.00,14.50,304.50,2,
"MSFT Hyd",2025-07-01,10,"TAKEAWAY",345.00,0.00,345.00,0.00,17.25,362.25,2,
"MSFT Hyd",2025-07-01,11,"TAKEAWAY",927.00,0.00,927.00,0.00,46.35,973.35,5,
"MSFT Hyd",2025-07-01,12,"TAKEAWAY",1812.00,0.00,1812.00,0.00,90.60,1902.60,11,
"MSFT Hyd",2025-07-01,13,"TAKEAWAY",2942.00,0.00,2942.00,0.00,147.10,3089.10,16,
"MSFT Hyd",2025-07-01,14,"TAKEAWAY",4693.00,0.00,4693.00,0.00,234.65,4927.65,26,
"MSFT Hyd",2025-07-01,15,"TAKEAWAY",6224.00,0.00,6224.00,0.00,311.20,6535.20,34,
"MSFT Hyd",2025-07-01,16,"TAKEAWAY",8095.00,0.00,8095.00,0.00,404.75,8499.75,43,
"MSFT Hyd",2025-07-01,17,"TAKEAWAY",10489.00,0.00,10489.00,0.00,524.45,11013.45,61,
"MSFT Hyd",2025-07-01,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,3,
"MSFT Hyd",2025-07-01,18,"TAKEAWAY",795.00,0.00,795.00,0.00,39.75,834.75,3,
"MSFT Hyd",2025-07-02,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-02,8,"TAKEAWAY",340.00,0.00,340.00,0.00,17.00,357.00,2,
"MSFT Hyd",2025-07-02,9,"TAKEAWAY",1083.00,0.00,1083.00,0.00,54.15,1137.15,5,
"MSFT Hyd",2025-07-02,10,"TAKEAWAY",788.00,0.00,788.00,0.00,39.40,827.40,4,
"MSFT Hyd",2025-07-02,11,"TAKEAWAY",355.00,0.00,355.00,0.00,17.75,372.75,2,
"MSFT Hyd",2025-07-02,12,"TAKEAWAY",1416.00,0.00,1416.00,0.00,70.80,1486.80,6,
"MSFT Hyd",2025-07-02,13,"TAKEAWAY",5487.00,0.00,5487.00,0.00,274.35,5761.35,31,
"MSFT Hyd",2025-07-02,14,"TAKEAWAY",4285.00,0.00,4285.00,0.00,214.25,4499.25,24,
"MSFT Hyd",2025-07-02,15,"TAKEAWAY",4336.80,0.00,4336.80,0.00,216.84,4553.64,19,
"MSFT Hyd",2025-07-02,15,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-02,16,"TAKEAWAY",6941.50,0.00,6941.50,0.00,347.06,7288.56,39,
"MSFT Hyd",2025-07-02,17,"TAKEAWAY",7401.44,0.00,7401.44,0.00,370.06,7771.50,43,
"MSFT Hyd",2025-07-02,18,"TAKEAWAY",320.00,0.00,320.00,0.00,16.00,336.00,2,
"MSFT Hyd",2025-07-02,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"MSFT Hyd",2025-07-03,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-03,7,"TAKEAWAY",180.00,0.00,180.00,0.00,9.00,189.00,1,
"MSFT Hyd",2025-07-03,9,"TAKEAWAY",330.00,0.00,330.00,0.00,16.50,346.50,2,
"MSFT Hyd",2025-07-03,10,"TAKEAWAY",1431.00,0.00,1431.00,0.00,71.55,1502.55,7,
"MSFT Hyd",2025-07-03,11,"TAKEAWAY",550.00,0.00,550.00,0.00,27.50,577.50,3,
"MSFT Hyd",2025-07-03,12,"TAKEAWAY",2434.34,0.00,2434.34,0.00,121.72,2556.06,14,
"MSFT Hyd",2025-07-03,13,"TAKEAWAY",3598.14,0.00,3598.14,0.00,179.91,3778.05,21,
"MSFT Hyd",2025-07-03,14,"TAKEAWAY",4256.46,0.00,4256.46,0.00,212.82,4469.28,24,
"MSFT Hyd",2025-07-03,15,"TAKEAWAY",5783.84,0.00,5783.84,0.00,289.18,6073.02,30,
"MSFT Hyd",2025-07-03,16,"TAKEAWAY",7169.23,0.00,7169.23,0.00,358.46,7527.69,42,
"MSFT Hyd",2025-07-03,17,"TAKEAWAY",10811.06,0.00,10811.06,0.00,540.55,11351.61,56,
"MSFT Hyd",2025-07-03,18,"TAKEAWAY",451.34,0.00,451.34,0.00,22.57,473.91,2,
"MSFT Hyd",2025-07-03,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,4,
"MSFT Hyd",2025-07-04,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-04,8,"TAKEAWAY",495.00,0.00,495.00,0.00,24.75,519.75,3,
"MSFT Hyd",2025-07-04,9,"TAKEAWAY",2043.00,0.00,2043.00,0.00,102.15,2145.15,10,
"MSFT Hyd",2025-07-04,10,"TAKEAWAY",1758.00,0.00,1758.00,0.00,87.90,1845.90,9,
"MSFT Hyd",2025-07-04,11,"TAKEAWAY",1315.00,0.00,1315.00,0.00,65.75,1380.75,7,
"MSFT Hyd",2025-07-04,12,"TAKEAWAY",2271.92,0.00,2271.92,0.00,113.59,2385.51,14,
"MSFT Hyd",2025-07-04,13,"TAKEAWAY",8675.85,0.00,8675.85,0.00,433.80,9109.65,45,
"MSFT Hyd",2025-07-04,14,"TAKEAWAY",7286.26,0.00,7286.26,0.00,364.31,7650.57,39,
"MSFT Hyd",2025-07-04,15,"TAKEAWAY",7723.02,0.00,7723.02,0.00,386.16,8109.18,41,
"MSFT Hyd",2025-07-04,16,"TAKEAWAY",10776.98,0.00,10776.98,0.00,538.84,11315.82,58,
"MSFT Hyd",2025-07-04,17,"TAKEAWAY",8322.85,0.00,8322.85,0.00,416.15,8739.00,44,
"MSFT Hyd",2025-07-04,18,"TAKEAWAY",920.00,0.00,920.00,0.00,46.00,966.00,3,
"MSFT Hyd",2025-07-07,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-07,8,"TAKEAWAY",824.46,0.00,824.46,0.00,41.22,865.68,5,
"MSFT Hyd",2025-07-07,9,"TAKEAWAY",520.00,0.00,520.00,0.00,26.00,546.00,3,
"MSFT Hyd",2025-07-07,10,"TAKEAWAY",1275.00,0.00,1275.00,0.00,63.75,1338.75,7,
"MSFT Hyd",2025-07-07,11,"TAKEAWAY",490.00,0.00,490.00,0.00,24.50,514.50,3,
"MSFT Hyd",2025-07-07,11,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-07,12,"TAKEAWAY",2650.14,0.00,2650.14,0.00,132.51,2782.65,10,
"MSFT Hyd",2025-07-07,13,"TAKEAWAY",2146.00,0.00,2146.00,0.00,107.30,2253.30,11,
"MSFT Hyd",2025-07-07,13,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-07,14,"TAKEAWAY",4035.30,0.00,4035.30,0.00,201.75,4237.05,23,
"MSFT Hyd",2025-07-07,15,"TAKEAWAY",5019.38,0.00,5019.38,0.00,250.96,5270.34,29,
"MSFT Hyd",2025-07-07,16,"TAKEAWAY",6834.26,0.00,6834.26,0.00,341.71,7175.97,39,
"MSFT Hyd",2025-07-07,17,"TAKEAWAY",8128.73,0.00,8128.73,0.00,406.45,8535.18,43,
"MSFT Hyd",2025-07-07,18,"TAKEAWAY",458.00,0.00,458.00,0.00,22.90,480.90,3,
"MSFT Hyd",2025-07-08,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-08,8,"TAKEAWAY",400.00,0.00,400.00,0.00,20.00,420.00,2,
"MSFT Hyd",2025-07-08,9,"TAKEAWAY",1480.00,0.00,1480.00,0.00,74.00,1554.00,8,
"MSFT Hyd",2025-07-08,10,"TAKEAWAY",1659.46,0.00,1659.46,0.00,82.97,1742.43,10,
"MSFT Hyd",2025-07-08,11,"TAKEAWAY",674.46,0.00,674.46,0.00,33.72,708.18,3,
"MSFT Hyd",2025-07-08,12,"TAKEAWAY",1087.34,0.00,1087.34,0.00,54.37,1141.71,6,
"MSFT Hyd",2025-07-08,13,"TAKEAWAY",6637.00,0.00,6637.00,0.00,331.85,6968.85,35,
"MSFT Hyd",2025-07-08,14,"TAKEAWAY",10157.56,0.00,10157.56,0.00,507.86,10665.42,54,
"MSFT Hyd",2025-07-08,15,"TAKEAWAY",5502.06,0.00,5502.06,0.00,275.10,5777.16,32,
"MSFT Hyd",2025-07-08,16,"TAKEAWAY",9938.68,0.00,9938.68,0.00,496.94,10435.62,58,
"MSFT Hyd",2025-07-08,16,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-08,17,"TAKEAWAY",7476.10,0.00,7476.10,0.00,373.79,7849.89,46,
"MSFT Hyd",2025-07-08,18,"TAKEAWAY",344.46,0.00,344.46,0.00,17.22,361.68,3,
"MSFT Hyd",2025-07-08,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"MSFT Hyd",2025-07-09,7,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-07-09,8,"TAKEAWAY",180.00,0.00,180.00,0.00,9.00,189.00,1,
"MSFT Hyd",2025-07-09,9,"TAKEAWAY",810.00,0.00,810.00,0.00,40.50,850.50,4,
"MSFT Hyd",2025-07-09,10,"TAKEAWAY",1803.02,0.00,1803.02,0.00,90.16,1893.18,8,
"MSFT Hyd",2025-07-09,11,"TAKEAWAY",170.00,0.00,170.00,0.00,8.50,178.50,1,
"MSFT Hyd",2025-07-09,12,"TAKEAWAY",1246.80,0.00,1246.80,0.00,62.34,1309.14,8,
