Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"MSFT Hyd",2025-06-03,8,"TAKEAWAY",360.00,0.00,360.00,0.00,18.00,378.00,2,
"MSFT Hyd",2025-06-03,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-03,9,"TAKEAWAY",970.00,0.00,970.00,0.00,48.50,1018.50,5,
"MSFT Hyd",2025-06-03,10,"TAKEAWAY",390.00,0.00,390.00,0.00,19.50,409.50,2,
"MSFT Hyd",2025-06-03,11,"TAKEAWAY",185.00,0.00,185.00,0.00,9.25,194.25,1,
"MSFT Hyd",2025-06-03,12,"DINE IN",1073.33,0.00,1073.33,0.00,53.67,1127.00,5,
"MSFT Hyd",2025-06-03,12,"TAKEAWAY",2275.67,0.00,2275.67,0.00,113.78,2389.45,11,
"MSFT Hyd",2025-06-03,13,"TAKEAWAY",5224.35,0.00,5224.35,0.00,261.20,5485.55,29,
"MSFT Hyd",2025-06-03,13,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-03,14,"TAKEAWAY",4865.62,0.00,4865.62,0.00,243.28,5108.90,28,
"MSFT Hyd",2025-06-03,14,"DINE IN",99.00,0.00,99.00,0.00,4.95,103.95,2,
"MSFT Hyd",2025-06-03,15,"TAKEAWAY",3674.28,0.00,3674.28,0.00,183.72,3858.00,21,
"MSFT Hyd",2025-06-03,16,"TAKEAWAY",7505.10,0.00,7505.10,0.00,375.25,7880.35,45,
"MSFT Hyd",2025-06-03,16,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-03,17,"TAKEAWAY",6187.76,0.00,6187.76,0.00,309.39,6497.15,29,
"MSFT Hyd",2025-06-03,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-04,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-04,8,"TAKEAWAY",623.00,0.00,623.00,0.00,31.15,654.15,3,
"MSFT Hyd",2025-06-04,9,"TAKEAWAY",1719.76,0.00,1719.76,0.00,85.99,1805.75,9,
"MSFT Hyd",2025-06-04,10,"TAKEAWAY",2275.00,0.00,2275.00,0.00,113.75,2388.75,12,
"MSFT Hyd",2025-06-04,11,"TAKEAWAY",1290.00,0.00,1290.00,0.00,64.50,1354.50,7,
"MSFT Hyd",2025-06-04,12,"TAKEAWAY",2601.38,0.00,2601.38,0.00,130.07,2731.45,13,
"MSFT Hyd",2025-06-04,12,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-04,13,"TAKEAWAY",4635.38,0.00,4635.38,0.00,231.77,4867.15,25,
"MSFT Hyd",2025-06-04,14,"TAKEAWAY",5021.58,0.00,5021.58,0.00,251.07,5272.65,26,
"MSFT Hyd",2025-06-04,15,"TAKEAWAY",7325.71,0.00,7325.71,0.00,366.29,7692.00,34,
"MSFT Hyd",2025-06-04,16,"TAKEAWAY",9418.58,0.00,9418.58,0.00,470.92,9889.50,48,
"MSFT Hyd",2025-06-04,17,"TAKEAWAY",9395.80,0.00,9395.80,0.00,469.80,9865.60,50,
"MSFT Hyd",2025-06-04,18,"TAKEAWAY",190.00,0.00,190.00,0.00,9.50,199.50,1,
"MSFT Hyd",2025-06-04,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,3,
"MSFT Hyd",2025-06-05,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-05,8,"TAKEAWAY",680.00,0.00,680.00,0.00,34.00,714.00,4,
"MSFT Hyd",2025-06-05,9,"TAKEAWAY",975.00,0.00,975.00,0.00,48.75,1023.75,5,
"MSFT Hyd",2025-06-05,10,"TAKEAWAY",1688.00,0.00,1688.00,0.00,84.40,1772.40,8,
"MSFT Hyd",2025-06-05,11,"TAKEAWAY",1270.00,0.00,1270.00,0.00,63.50,1333.50,7,
"MSFT Hyd",2025-06-05,12,"TAKEAWAY",1442.00,0.00,1442.00,0.00,72.10,1514.10,8,
"MSFT Hyd",2025-06-05,13,"TAKEAWAY",5340.28,0.00,5340.28,0.00,267.02,5607.30,27,
"MSFT Hyd",2025-06-05,14,"TAKEAWAY",6755.62,0.00,6755.62,0.00,337.78,7093.40,36,
"MSFT Hyd",2025-06-05,15,"TAKEAWAY",5464.76,0.00,5464.76,0.00,273.24,5738.00,27,
"MSFT Hyd",2025-06-05,16,"TAKEAWAY",7667.04,0.00,7667.04,0.00,383.36,8050.40,39,
"MSFT Hyd",2025-06-05,17,"TAKEAWAY",8777.66,0.00,8777.66,0.00,438.89,9216.55,50,
"MSFT Hyd",2025-06-05,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-09,8,"TAKEAWAY",570.00,0.00,570.00,0.00,28.50,598.50,3,
"MSFT Hyd",2025-06-09,9,"TAKEAWAY",1180.00,0.00,1180.00,0.00,59.00,1239.00,6,
"MSFT Hyd",2025-06-09,10,"TAKEAWAY",869.00,0.00,869.00,0.00,43.45,912.45,5,
"MSFT Hyd",2025-06-09,11,"TAKEAWAY",834.76,0.00,834.76,0.00,41.74,876.50,4,
"MSFT Hyd",2025-06-09,12,"TAKEAWAY",2045.00,0.00,2045.00,0.00,102.25,2147.25,10,
"MSFT Hyd",2025-06-09,12,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-09,13,"TAKEAWAY",4322.14,0.00,4322.14,0.00,216.11,4538.25,24,
"MSFT Hyd",2025-06-09,14,"TAKEAWAY",3520.72,0.00,3520.72,0.00,176.03,3696.75,20,
"MSFT Hyd",2025-06-09,15,"TAKEAWAY",4055.04,0.00,4055.04,0.00,202.76,4257.80,22,
"MSFT Hyd",2025-06-09,16,"TAKEAWAY",6605.44,0.00,6605.44,0.00,330.26,6935.70,38,
"MSFT Hyd",2025-06-09,17,"TAKEAWAY",6671.34,0.00,6671.34,0.00,333.56,7004.90,36,
"MSFT Hyd",2025-06-09,17,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,3,
"MSFT Hyd",2025-06-09,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-10,8,"TAKEAWAY",390.00,0.00,390.00,0.00,19.50,409.50,2,
"MSFT Hyd",2025-06-10,8,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-10,9,"TAKEAWAY",1392.38,0.00,1392.38,0.00,69.62,1462.00,8,
"MSFT Hyd",2025-06-10,10,"TAKEAWAY",1475.00,0.00,1475.00,0.00,73.75,1548.75,7,
"MSFT Hyd",2025-06-10,11,"TAKEAWAY",717.76,0.00,717.76,0.00,35.89,753.65,4,
"MSFT Hyd",2025-06-10,12,"TAKEAWAY",760.48,0.00,760.48,0.00,38.02,798.50,4,
"MSFT Hyd",2025-06-10,13,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-06-10,13,"TAKEAWAY",2992.38,0.00,2992.38,0.00,149.62,3142.00,17,
"MSFT Hyd",2025-06-10,14,"TAKEAWAY",2563.76,0.00,2563.76,0.00,128.19,2691.95,15,
"MSFT Hyd",2025-06-10,14,"DINE IN",210.00,0.00,210.00,0.00,10.50,220.50,1,
