All the values shown here are in INR.

Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"Coffee Island Beyond GK II",2025-05-12,18,"DINE IN",723.81,217.14,506.67,0.00,25.33,532.00,1,
"Coffee Island Beyond GK II",2025-05-12,19,"DINE IN",571.43,171.43,400.00,0.00,20.00,420.00,1,
"Coffee Island Beyond GK II",2025-05-20,15,"DINE IN",295.24,0.00,295.24,0.00,14.76,310.00,1,
"Coffee Island HQ-27",2025-05-01,8,"DELIVERY",310.00,130.00,180.00,0.00,29.00,209.00,1,
"Coffee Island HQ-27",2025-05-01,9,"DELIVERY",117.00,17.00,100.00,0.00,25.00,125.00,1,
"Coffee Island HQ-27",2025-05-01,9,"TAKEAWAY",1109.53,0.00,1109.53,0.00,55.47,1165.00,2,
"Coffee Island HQ-27",2025-05-01,10,"DINE IN",2700.91,0.00,2700.91,0.00,135.03,2835.94,3,
"Coffee Island HQ-27",2025-05-01,10,"DELIVERY",1825.00,0.00,1825.00,40.00,93.25,1958.25,3,
"Coffee Island HQ-27",2025-05-01,11,"DELIVERY",1880.00,40.00,1840.00,20.00,93.00,1953.00,2,
"Coffee Island HQ-27",2025-05-01,11,"DINE IN",1438.09,0.00,1438.09,0.00,71.91,1510.00,2,
"Coffee Island HQ-27",2025-05-01,11,"TAKEAWAY",138.39,0.00,138.39,0.00,16.61,155.00,1,
"Coffee Island HQ-27",2025-05-01,12,"DINE IN",1152.39,0.00,1152.39,0.00,57.61,1210.00,2,
"Coffee Island HQ-27",2025-05-01,12,"TAKEAWAY",262.72,0.00,262.72,0.00,47.29,310.01,1,
"Coffee Island HQ-27",2025-05-01,13,"TAKEAWAY",104.76,0.00,104.76,0.00,5.24,110.00,1,
"Coffee Island HQ-27",2025-05-01,13,"DINE IN",1595.54,0.00,1595.54,0.00,89.46,1685.00,4,
"Coffee Island HQ-27",2025-05-01,14,"DINE IN",5720.20,319.64,5400.56,0.00,306.53,5707.09,7,
"Coffee Island HQ-27",2025-05-01,14,"TAKEAWAY",1209.53,0.00,1209.53,0.00,60.47,1270.00,2,
"Coffee Island HQ-27",2025-05-01,14,"DELIVERY",320.00,0.00,320.00,0.00,16.00,336.00,1,
"Coffee Island HQ-27",2025-05-01,15,"DELIVERY",1620.00,156.00,1464.00,40.00,75.20,1579.20,4,
"Coffee Island HQ-27",2025-05-01,15,"DINE IN",476.15,0.00,476.15,0.00,47.85,524.00,2,
"Coffee Island HQ-27",2025-05-01,16,"DINE IN",3230.95,45.71,3185.24,0.00,159.26,3344.50,7,
"Coffee Island HQ-27",2025-05-01,17,"DINE IN",1643.70,0.00,1643.70,0.00,95.30,1739.00,4,
"Coffee Island HQ-27",2025-05-01,18,"DINE IN",1247.62,0.00,1247.62,0.00,62.38,1310.00,2,
"Coffee Island HQ-27",2025-05-01,19,"DELIVERY",730.00,199.99,530.01,0.00,26.50,556.51,1,
"Coffee Island HQ-27",2025-05-01,20,"DELIVERY",950.00,254.00,696.00,20.00,35.80,751.80,2,
"Coffee Island HQ-27",2025-05-01,20,"DINE IN",2088.10,0.00,2088.10,0.00,104.40,2192.50,5,
"Coffee Island HQ-27",2025-05-01,21,"DINE IN",8623.95,6248.52,2375.43,0.00,154.57,2530.00,7,
"Coffee Island HQ-27",2025-05-01,22,"DINE IN",1688.09,25.71,1662.38,0.00,83.12,1745.50,5,
"Coffee Island HQ-27",2025-05-01,23,"DINE IN",3598.21,2809.52,788.69,0.00,61.31,850.00,8,
"Coffee Island HQ-27",2025-05-02,10,"TAKEAWAY",800.00,0.00,800.00,0.00,40.00,840.00,1,
"Coffee Island HQ-27",2025-05-02,10,"DINE IN",438.10,0.00,438.10,0.00,21.90,460.00,1,
"Coffee Island HQ-27",2025-05-02,11,"DINE IN",707.14,0.00,707.14,0.00,35.36,742.50,2,
"Coffee Island HQ-27",2025-05-02,11,"TAKEAWAY",200.00,0.00,200.00,0.00,10.00,210.00,1,
"Coffee Island HQ-27",2025-05-02,12,"DELIVERY",250.00,50.00,200.00,20.00,11.00,231.00,1,
"Coffee Island HQ-27",2025-05-02,12,"DINE IN",2252.39,0.00,2252.39,0.00,112.61,2365.00,4,
"Coffee Island HQ-27",2025-05-02,13,"DINE IN",6465.91,329.45,6136.46,0.00,339.05,6475.51,6,
"Coffee Island HQ-27",2025-05-02,14,"TAKEAWAY",1007.15,0.00,1007.15,0.00,89.35,1096.50,4,
"Coffee Island HQ-27",2025-05-02,14,"DINE IN",1934.23,0.00,1934.23,0.00,104.77,2039.00,3,
"Coffee Island HQ-27",2025-05-02,14,"DELIVERY",275.00,27.50,247.50,20.00,13.38,280.88,1,
"Coffee Island HQ-27",2025-05-02,15,"TAKEAWAY",219.05,0.00,219.05,0.00,10.95,230.00,1,
"Coffee Island HQ-27",2025-05-02,15,"DELIVERY",422.54,40.00,382.54,20.00,20.13,422.67,1,
"Coffee Island HQ-27",2025-05-02,15,"DINE IN",1859.53,0.00,1859.53,0.00,92.97,1952.50,3,
"Coffee Island HQ-27",2025-05-02,16,"DINE IN",2717.57,0.00,2717.57,0.00,157.43,2875.00,4,
"Coffee Island HQ-27",2025-05-02,18,"DELIVERY",1000.00,50.00,950.00,20.00,48.52,1018.52,1,
"Coffee Island HQ-27",2025-05-02,19,"DELIVERY",1100.00,0.00,1100.00,0.00,55.00,1155.00,1,
"Coffee Island HQ-27",2025-05-02,19,"DINE IN",1669.33,0.00,1669.33,0.00,137.67,1807.00,3,
"Coffee Island HQ-27",2025-05-02,19,"ONLINE",703.35,697.00,6.35,0.00,0.31,6.66,1,
"Coffee Island HQ-27",2025-05-02,20,"DINE IN",1028.57,0.00,1028.57,0.00,51.43,1080.00,1,
"Coffee Island HQ-27",2025-05-02,21,"DINE IN",1417.87,84.76,1333.11,0.00,66.65,1399.76,2,
"Coffee Island HQ-27",2025-05-03,8,"DINE IN",552.38,0.00,552.38,0.00,27.62,580.00,1,
"Coffee Island HQ-27",2025-05-03,9,"DELIVERY",230.00,46.00,184.00,0.00,9.20,193.20,1,
"Coffee Island HQ-27",2025-05-03,11,"TAKEAWAY",257.14,0.00,257.14,0.00,12.86,270.00,1,
"Coffee Island HQ-27",2025-05-03,11,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"Coffee Island HQ-27",2025-05-03,12,"DINE IN",457.15,0.00,457.15,0.00,22.85,480.00,1,
"Coffee Island HQ-27",2025-05-03,12,"DELIVERY",300.00,30.00,270.00,0.00,13.50,283.50,1,
"Coffee Island HQ-27",2025-05-03,12,"TAKEAWAY",257.14,0.00,257.14,0.00,12.86,270.00,1,
"Coffee Island HQ-27",2025-05-03,13,"DINE IN",1240.48,0.00,1240.48,0.00,62.02,1302.50,3,
"Coffee Island HQ-27",2025-05-03,14,"TAKEAWAY",2994.19,0.00,2994.19,0.00,176.80,3170.99,2,
"Coffee Island HQ-27",2025-05-03,14,"DINE IN",2042.85,204.29,1838.56,0.00,91.93,1930.49,1,
"Coffee Island HQ-27",2025-05-03,15,"DINE IN",733.33,18.10,715.23,0.00,35.76,750.99,2,
"Coffee Island HQ-27",2025-05-03,16,"DINE IN",1397.62,0.00,1397.62,0.00,69.88,1467.50,3,
"Coffee Island HQ-27",2025-05-03,16,"DELIVERY",650.00,40.00,610.00,20.00,31.50,661.50,1,
"Coffee Island HQ-27",2025-05-03,17,"DELIVERY",250.00,50.00,200.00,20.00,11.00,231.00,1,
"Coffee Island HQ-27",2025-05-03,17,"DINE IN",914.29,0.00,914.29,0.00,45.71,960.00,2,
"Coffee Island HQ-27",2025-05-03,18,"DINE IN",3226.48,0.00,3226.48,0.00,171.02,3397.50,9,
