All the values shown here are in INR.

Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"Coffee Island Beyond GK II",2025-08-01,0,"DINE IN",5018.67,927.45,4091.22,0.00,281.44,4372.66,5,
"Coffee Island Beyond GK II",2025-08-01,0,"TAKEAWAY",700.00,0.00,700.00,0.00,35.00,735.00,2,
"Coffee Island Beyond GK II",2025-08-01,0,"DELIVERY",350.00,125.00,225.00,10.00,11.75,246.75,1,
"Coffee Island Beyond GK II",2025-08-01,1,"DINE IN",960.00,0.00,960.00,0.00,48.00,1008.00,4,
"Coffee Island Beyond GK II",2025-08-01,2,"DELIVERY",995.00,320.99,674.01,20.00,34.70,728.71,2,
"Coffee Island Beyond GK II",2025-08-01,2,"DINE IN",1472.50,0.00,1472.50,0.00,107.75,1580.25,3,
"Coffee Island Beyond GK II",2025-08-01,5,"DELIVERY",1280.00,629.20,650.80,0.00,32.54,683.34,1,
"Coffee Island Beyond GK II",2025-08-01,6,"DELIVERY",330.85,119.60,211.25,0.00,23.67,234.92,1,
"Coffee Island Beyond GK II",2025-08-01,8,"DELIVERY",708.60,337.30,371.30,10.00,19.07,400.37,2,
"Coffee Island Beyond GK II",2025-08-01,8,"DINE IN",775.00,27.00,748.00,0.00,37.40,785.40,2,
"Coffee Island Beyond GK II",2025-08-01,8,"TAKEAWAY",276.25,0.00,276.25,0.00,13.81,290.06,1,
"Coffee Island Beyond GK II",2025-08-01,9,"DELIVERY",1040.00,415.00,625.00,0.00,31.25,656.25,2,
"Coffee Island Beyond GK II",2025-08-01,10,"DELIVERY",2200.00,969.19,1230.81,10.00,62.05,1302.86,3,
"Coffee Island Beyond GK II",2025-08-01,10,"DINE IN",620.00,0.00,620.00,0.00,31.00,651.00,2,
"Coffee Island Beyond GK II",2025-08-01,11,"DINE IN",262.50,0.00,262.50,0.00,13.13,275.63,2,
"Coffee Island Beyond GK II",2025-08-01,11,"DELIVERY",460.00,242.00,218.00,10.00,11.40,239.40,1,
"Coffee Island Beyond GK II",2025-08-01,12,"DINE IN",3570.00,0.00,3570.00,0.00,178.50,3748.50,5,
"Coffee Island Beyond GK II",2025-08-01,13,"DELIVERY",302.50,125.00,177.50,10.00,9.37,196.87,1,
"Coffee Island Beyond GK II",2025-08-01,13,"TAKEAWAY",592.50,0.00,592.50,0.00,29.63,622.13,1,
"Coffee Island Beyond GK II",2025-08-01,13,"DINE IN",262.50,0.00,262.50,0.00,13.13,275.63,1,
"Coffee Island Beyond GK II",2025-08-01,14,"DINE IN",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-08-01,14,"TAKEAWAY",270.00,270.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-08-01,15,"DELIVERY",310.00,31.00,279.00,0.00,13.95,292.95,1,
"Coffee Island Beyond GK II",2025-08-01,15,"DINE IN",290.00,0.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-08-01,16,"DELIVERY",605.00,140.00,465.00,0.00,23.25,488.25,1,
"Coffee Island Beyond GK II",2025-08-01,17,"DELIVERY",2032.50,735.00,1297.50,10.00,65.37,1372.87,5,
"Coffee Island Beyond GK II",2025-08-01,17,"DINE IN",1837.25,0.00,1837.25,0.00,115.88,1953.13,5,
"Coffee Island Beyond GK II",2025-08-01,17,"TAKEAWAY",538.10,0.00,538.10,0.00,26.91,565.01,3,
"Coffee Island Beyond GK II",2025-08-01,18,"DINE IN",930.00,0.00,930.00,0.00,46.50,976.50,2,
"Coffee Island Beyond GK II",2025-08-01,19,"DINE IN",2706.19,0.00,2706.19,0.00,135.31,2841.50,6,
"Coffee Island Beyond GK II",2025-08-01,19,"DELIVERY",842.50,100.00,742.50,10.00,37.63,790.13,2,
"Coffee Island Beyond GK II",2025-08-01,19,"TAKEAWAY",520.00,0.00,520.00,0.00,26.00,546.00,2,
