Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"MSFT Hyd",2025-10-01,7,"TAKEAWAY",196.43,0.00,196.43,0.00,9.82,206.25,1,
"MSFT Hyd",2025-10-01,9,"TAKEAWAY",595.48,0.00,595.48,0.00,29.77,625.25,4,
"MSFT Hyd",2025-10-01,10,"TAKEAWAY",2294.03,0.00,2294.03,0.00,114.72,2408.75,13,
"MSFT Hyd",2025-10-01,11,"TAKEAWAY",979.38,0.00,979.38,0.00,48.96,1028.34,5,
"MSFT Hyd",2025-10-01,12,"TAKEAWAY",2148.55,0.00,2148.55,0.00,107.45,2256.00,8,
"MSFT Hyd",2025-10-01,13,"TAKEAWAY",5263.64,0.00,5263.64,0.00,263.17,5526.81,28,
"MSFT Hyd",2025-10-01,14,"TAKEAWAY",4386.88,0.00,4386.88,0.00,219.33,4606.21,26,
"MSFT Hyd",2025-10-01,15,"TAKEAWAY",4427.23,0.00,4427.23,0.00,221.37,4648.60,28,
"MSFT Hyd",2025-10-01,16,"TAKEAWAY",4962.06,0.00,4962.06,0.00,248.12,5210.18,29,
"MSFT Hyd",2025-10-01,17,"TAKEAWAY",5191.23,0.00,5191.23,0.00,259.57,5450.80,30,
"MSFT Hyd",2025-10-01,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,5,
"MSFT Hyd",2025-10-01,18,"TAKEAWAY",593.66,0.00,593.66,0.00,29.68,623.34,3,
"MSFT Hyd",2025-10-03,7,"TAKEAWAY",142.86,0.00,142.86,0.00,7.14,150.00,1,
"MSFT Hyd",2025-10-03,8,"TAKEAWAY",123.81,0.00,123.81,0.00,6.19,130.00,1,
"MSFT Hyd",2025-10-03,9,"TAKEAWAY",265.72,0.00,265.72,0.00,13.28,279.00,2,
"MSFT Hyd",2025-10-03,10,"TAKEAWAY",1516.66,0.00,1516.66,0.00,75.84,1592.50,9,
"MSFT Hyd",2025-10-03,10,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"MSFT Hyd",2025-10-03,11,"TAKEAWAY",1109.52,0.00,1109.52,0.00,55.48,1165.00,6,
"MSFT Hyd",2025-10-03,12,"TAKEAWAY",2860.31,0.00,2860.31,0.00,143.03,3003.34,15,
"MSFT Hyd",2025-10-03,13,"TAKEAWAY",3464.63,0.00,3464.63,0.00,173.22,3637.85,19,
"MSFT Hyd",2025-10-03,14,"TAKEAWAY",3537.70,0.00,3537.70,0.00,176.89,3714.59,21,
"MSFT Hyd",2025-10-03,15,"TAKEAWAY",3665.22,0.00,3665.22,0.00,183.26,3848.48,21,
"MSFT Hyd",2025-10-03,16,"TAKEAWAY",3591.11,0.00,3591.11,0.00,179.59,3770.70,22,
"MSFT Hyd",2025-10-03,17,"TAKEAWAY",8262.19,0.00,8262.19,0.00,413.15,8675.34,48,
"MSFT Hyd",2025-10-03,18,"TAKEAWAY",571.42,0.00,571.42,0.00,28.58,600.00,3,
"MSFT Hyd",2025-10-03,18,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,4,
